text,label,label_id,source,sst_score
"A film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",positive,2,sst,0.76389
It 's a solid movie about people whose lives are anything but .,positive,2,sst,0.66667
There 's no way to sort out the mess in our heads and deconstruct where it all went wrong .,neutral,1,sst,0.44444
There is something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,positive,2,sst,0.76389
"Like a comedian who starts off promisingly but then proceeds to flop , Comedian runs out of steam after a half hour .",negative,0,sst,0.23611
Ice Cube holds the film together with an engaging and warm performance ...,positive,2,sst,0.81944
"... mesmerizing , an eye-opening tour of modern Beijing culture in a journey of rebellion , retreat into oblivion and return .",positive,2,sst,0.94444
A keep - 'em - guessing plot and an affectionate take on its screwed-up characters .,positive,2,sst,0.75
Francophiles will snicker knowingly and you 'll want to slap them .,negative,0,sst,0.27778
"Call me a wimp , but I cried , not once , but three times in this animated sweet film .",positive,2,sst,0.83333
"`` Looking For Leonard '' just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something .",negative,0,sst,0.26389
"This 72-minute film does have some exciting scenes , but it 's a tad slow .",neutral,1,sst,0.44444
It 's quite another to feel physically caught up in the process .,neutral,1,sst,0.58333
"Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .",positive,2,sst,0.91667
Consists of a plot and jokes done too often by people far more talented than Ali G,negative,0,sst,0.23611
Exists then as an occasionally insightful acting exercise .,neutral,1,sst,0.59722
"Like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .",neutral,1,sst,0.51389
Goes on and on to the point of nausea .,negative,0,sst,0.23611
Her film is unrelentingly claustrophobic and unpleasant .,negative,0,sst,0.055556
"This is a great subject for a movie , but Hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director John Woo has built his career on .",negative,0,sst,0.29167
This is n't even Madonna 's Swept Away .,negative,0,sst,0.36111
Most of the storylines feel like time fillers between surf shots .,negative,0,sst,0.19444
We want the funk - and this movie 's got it .,positive,2,sst,0.79167
"... this story gets sillier , not scarier , as it goes along ...",negative,0,sst,0.23611
Brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness .,positive,2,sst,0.80556
"One of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them .",positive,2,sst,0.84722
"Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .",negative,0,sst,0.33333
Coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .,negative,0,sst,0.25
"Director Uwe Boll and writer Robert Dean Klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , can not overcome blah characters .",negative,0,sst,0.25
"A lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s European-set spy pictures .",positive,2,sst,0.83333
"A pleasant ramble through the sort of idoosyncratic terrain that Errol Morris has often dealt with ... it does possess a loose , lackadaisical charm .",positive,2,sst,0.77778
Paul Bettany is cool .,positive,2,sst,0.73611
"A movie that both thrills the eye and , in its over-the-top way , touches the heart .",positive,2,sst,0.80556
"If you 're looking for a tale of Brits behaving badly , watch Snatch again .",neutral,1,sst,0.5
"This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .",positive,2,sst,0.61111
Immediately .,neutral,1,sst,0.5
Nothing more than a stifling morality tale dressed up in peekaboo clothing .,negative,0,sst,0.20833
"A taut , intelligent psychological drama .",positive,2,sst,0.80556
Japan 's premier stylist of sex and blood hits audiences with what may be his most demented film to date .,positive,2,sst,0.68056
A yawn-provoking little farm melodrama .,negative,0,sst,0.18056
Do n't say you were n't warned .,negative,0,sst,0.33333
"If it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life 's urgent questions .",positive,2,sst,0.86111
"Its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?",negative,0,sst,0.29167
Go see it and enjoy .,positive,2,sst,0.81944
"-LRB- The digital effects -RRB- reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together .",neutral,1,sst,0.43056
"There may have been a good film in `` Trouble Every Day , '' but it is not what is on the screen .",negative,0,sst,0.27778
The film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .,positive,2,sst,0.79167
"This film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",negative,0,sst,0.27778
"I have n't seen one in so long , no wonder I did n't recognize it at first .",neutral,1,sst,0.47222
"Unfortunately , they 're sandwiched in between the most impossibly dry account of Kahlo 's life imaginable .",negative,0,sst,0.26389
Wiseman reveals the victims of domestic abuse in all of their pity and terror .,neutral,1,sst,0.52778
Those who want to be jolted out of their gourd should drop everything and run to Ichi .,positive,2,sst,0.72222
Smaller numbered kidlets will enjoy .,positive,2,sst,0.73611
"Even on its own ludicrous terms , The Sum of All Fears generates little narrative momentum , and invites unflattering comparisons to other installments in the Ryan series .",negative,0,sst,0.18056
A candid and often fascinating documentary about a Pentecostal church in Dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,positive,2,sst,0.81944
One groan-inducing familiarity begets another .,negative,0,sst,0.22222
"The film is all over the place , really .",negative,0,sst,0.16667
"Unfortunately , it 's also not very good .",negative,0,sst,0.19444
"Whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama is n't much of a mystery , unfortunately .",neutral,1,sst,0.5
"The re - enactments , however fascinating they may be as history , are too crude to serve the work especially well .",negative,0,sst,0.26389
"Its plot and animation offer daytime TV serviceability , but little more .",negative,0,sst,0.38889
` Snow Dogs ' has both .,neutral,1,sst,0.5
"The beautiful images and solemn words can not disguise the slack complacency of -LRB- Godard 's -RRB- vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice .",negative,0,sst,0.27778
"for those for whom the name Woody Allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , Hollywood Ending is a depressing experience",negative,0,sst,0.097222
It 's the movie equivalent of a sweaty old guy in a rain coat shopping for cheap porn .,neutral,1,sst,0.41667
"There 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate .",positive,2,sst,0.75
"But though he only scratches the surface , at least he provides a strong itch to explore more .",positive,2,sst,0.72222
"Like its script , which nurses plot holes gaping enough to pilot an entire Olympic swim team through , the characters in Swimfan seem motivated by nothing short of dull , brain-deadening hangover .",negative,0,sst,0.23611
"... with the candy-like taste of it fading faster than 25-cent bubble gum , I realized this is a throwaway movie that wo n't stand the test of time .",negative,0,sst,0.027778
"While Howard 's appreciation of Brown and his writing is clearly well-meaning and sincere , the movie would be impossible to sit through were it not for the supporting cast .",neutral,1,sst,0.44444
"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",negative,0,sst,0.19444
"None of these characters resembles anyone you 've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter .",negative,0,sst,0.25
"One of the more irritating cartoons you will see this , or any , year .",negative,0,sst,0.027778
"Instead of trying to bust some blondes , -LRB- Diggs -RRB- should be probing why a guy with his talent ended up in a movie this bad .",negative,0,sst,0.23611
"This latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made B movie is long gone .",negative,0,sst,0.25
"Triumph of Love is a very silly movie , but the silliness has a pedigree .",neutral,1,sst,0.47222
"Surprisingly , considering that Baird is a former film editor , the movie is rather choppy .",negative,0,sst,0.34722
Adam Sandler is to Gary Cooper what a gnat is to a racehorse .,negative,0,sst,0.16667
All three women deliver remarkable performances .,positive,2,sst,0.72222
Its underlying mythology is a hodgepodge of inconsistencies that pose the question : Since when did dumb entertainment have to be this dumb ?,negative,0,sst,0.069444
This is not one of the movies you 'd want to watch if you only had a week to live .,negative,0,sst,0.16667
But it does n't leave you with much .,negative,0,sst,0.29167
Instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence .,negative,0,sst,0.29167
What little grace -LRB- Rifkin 's -RRB- tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .,negative,0,sst,0.34722
"once she lets her love depraved leads meet , -LRB- Denis ' -RRB- story becomes a hopeless , unsatisfying muddle",negative,0,sst,0.18056
"very solid , very watchable first feature for director Peter Sheridan",positive,2,sst,0.77778
By turns very dark and very funny .,positive,2,sst,0.83333
"Mike White 's deft combination of serious subject matter and dark , funny humor make `` The Good Girl '' a film worth watching .",positive,2,sst,0.84722
Its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition .,neutral,1,sst,0.44444
Never -LRB- sinks -RRB- into exploitation .,positive,2,sst,0.625
"If you believe any of this , I can make you a real deal on leftover Enron stock that will double in value a week from Friday .",negative,0,sst,0.26389
"A gratingly unfunny groaner littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups .",negative,0,sst,0.041667
But never mind all that ; the boobs are fantasti,positive,2,sst,0.63889
The performances are all solid ; it merely lacks originality to make it a great movie .,neutral,1,sst,0.51389
"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that I usually dread encountering the most - The Fanboy",positive,2,sst,0.66667
The film 's center will not hold .,negative,0,sst,0.29167
"Fubar is very funny , but not always in a laugh-out-loud way .",neutral,1,sst,0.48611
Films are made of little moments .,neutral,1,sst,0.55556
"A tough go , but Leigh 's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness , offsets to a notable degree the film 's often-mined and despairing milieu .",positive,2,sst,0.68056
"As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .",negative,0,sst,0.069444
This is the stuff that Disney movies are made of .,positive,2,sst,0.68056
"There are slow and repetitive parts , but it has just enough spice to keep it interesting .",positive,2,sst,0.61111
"Presents nothing special and , until the final act , nothing overtly disagreeable .",negative,0,sst,0.33333
Dogtown and Z-Boys more than exposes the roots of the skateboarding boom that would become `` the punk kids ' revolution . '',neutral,1,sst,0.55556
... a rather bland affair .,negative,0,sst,0.31944
"As Schmidt , Nicholson walks with a slow , deliberate gait , chooses his words carefully and subdues his natural exuberance .",neutral,1,sst,0.55556
Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and I know this because I 've seen ` jackass : the movie . ',negative,0,sst,0.16667
"While this movie , by necessity , lacks Fellowship 's heart , Two Towers outdoes its spectacle .",positive,2,sst,0.66667
"Were it not for a sentimental resolution that explains way more about Cal than does the movie or the character any good , Freundlich 's World Traveler might have been one of the more daring and surprising American movies of the year .",neutral,1,sst,0.56944
"But if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .",neutral,1,sst,0.47222
They felt like the same movie to me .,negative,0,sst,0.375
"A teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",positive,2,sst,0.70833
"Steers , in his feature film debut , has created a brilliant motion picture .",positive,2,sst,0.83333
"Fortunately for all involved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water .",negative,0,sst,0.069444
A sustained fest of self-congratulation between actor and director that leaves scant place for the viewer .,negative,0,sst,0.34722
"That rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",positive,2,sst,0.88889
"In the disturbingly involving family dysfunctional drama How I Killed My Father , French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition",positive,2,sst,0.63889
You just know something terrible is going to happen .,neutral,1,sst,0.51389
The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .,positive,2,sst,0.88889
A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,negative,0,sst,0.31944
"Belongs in the too-hot-for-TV direct-to-video\/DVD category , and this is why I have given it a one-star rating .",negative,0,sst,0.22222
... the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .,negative,0,sst,0.30556
"While the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care .",positive,2,sst,0.79167
Bears is even worse than I imagined a movie ever could be .,negative,0,sst,0.083333
"Twenty-three movies into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style finally has failed him .",negative,0,sst,0.27778
"Steven Soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life .",positive,2,sst,0.75
Is n't it great ?,positive,2,sst,0.75
"This kind of hands-on storytelling is ultimately what makes Shanghai Ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",positive,2,sst,0.73611
Courtney CHASES Stuart with a CELL PHONE .,neutral,1,sst,0.5
"Cold and scattered , Minority Report commands interest almost solely as an exercise in gorgeous visuals .",neutral,1,sst,0.5
"A powerful , chilling , and affecting study of one man 's dying fall .",positive,2,sst,0.83333
"As the princess , Sorvino glides gracefully from male persona to female without missing a beat .",positive,2,sst,0.79167
The central character is n't complex enough to hold our interest .,neutral,1,sst,0.47222
MY LITTLE EYE is the best little `` horror '' movie I 've seen in years .,positive,2,sst,0.83333
The movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in Hollywood 's hastier productions .,positive,2,sst,1.0
Tender yet lacerating and darkly funny fable .,positive,2,sst,0.80556
But this is not a movie about an inhuman monster ; it 's about a very human one .,neutral,1,sst,0.48611
"For a movie about the power of poetry and passion , there is precious little of either .",negative,0,sst,0.38889
"Hailed as a clever exercise in neo-Hitchcockianism , this clever and very satisfying picture is more accurately Chabrolian .",positive,2,sst,0.80556
Plays like a series of vignettes -- clips of a film that are still looking for a common through-line .,negative,0,sst,0.27778
And I 've decided to leave a light on every night from now on .,neutral,1,sst,0.55556
"Over the years , Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",positive,2,sst,0.83333
"The result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's Hollywood .",negative,0,sst,0.18056
"There are plenty of scenes in Frida that do work , but rarely do they involve the title character herself .",positive,2,sst,0.70833
"Affleck merely creates an outline for a role he still needs to grow into , a role that Ford effortlessly filled with authority .",neutral,1,sst,0.58333
"They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .",negative,0,sst,0.29167
"Waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",positive,2,sst,0.81944
How inept is Serving Sara ?,negative,0,sst,0.19444
It becomes gimmicky instead of compelling .,negative,0,sst,0.29167
"A dreadful day in Irish history is given passionate , if somewhat flawed , treatment .",positive,2,sst,0.75
"It 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker .",negative,0,sst,0.11111
in period costume and with a bigger budget .,neutral,1,sst,0.41667
Imagine if you will a Tony Hawk skating video interspliced with footage from Behind Enemy Lines and set to Jersey shore techno .,negative,0,sst,0.30556
Will you go ape over this movie ?,neutral,1,sst,0.54167
Overcomes its visual hideousness with a sharp script and strong performances .,positive,2,sst,0.70833
A quirky comedy set in Newfoundland that cleverly captures the dry wit that 's so prevalent on The Rock .,positive,2,sst,0.66667
"It 's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable .",neutral,1,sst,0.45833
"Like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .",negative,0,sst,0.18056
"The direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",negative,0,sst,0.27778
A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .,neutral,1,sst,0.48611
"` Possession , ' based on the book by A.S. Byatt , demands that LaBute deal with the subject of love head-on ; trading in his cynicism for reverence and a little wit",positive,2,sst,0.70833
The Rules of Attraction gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing .,negative,0,sst,0.26389
"Throughout , Mr. Audiard 's direction is fluid and quick .",positive,2,sst,0.77778
Wiser souls would have tactfully pretended not to see it and left it lying there,neutral,1,sst,0.47222
Tom Green just gives them a bad odor .,negative,0,sst,0.38889
"If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .",neutral,1,sst,0.45833
"` Moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism . '",negative,0,sst,0.34722
"` Martin Lawrence Live ' is so self-pitying , I almost expected there to be a collection taken for the comedian at the end of the show .",negative,0,sst,0.083333
"It 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue .",negative,0,sst,0.20833
Every good actor needs to do his or her own Hamlet .,neutral,1,sst,0.51389
"A taut , sobering film .",positive,2,sst,0.80556
"The film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters .",positive,2,sst,0.63889
"This Chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .",positive,2,sst,0.88889
"While not all that bad of a movie , it 's nowhere near as good as the original .",negative,0,sst,0.22222
But not a whit more .,neutral,1,sst,0.48611
"There is no insight into the anguish of Heidi 's life -- only a depiction of pain , today 's version of Greek tragedy , the talk-show guest decrying her fate .",neutral,1,sst,0.59722
"There is a real subject here , and it is handled with intelligence and care .",positive,2,sst,0.88889
"Shame on writer\/director Vicente Aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull .",negative,0,sst,0.23611
"A gimmick in search of a movie : how to get Carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned .",negative,0,sst,0.34722
"It is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it .",positive,2,sst,0.83333
"And the lesson , in the end , is nothing new .",negative,0,sst,0.26389
"It irritates and saddens me that Martin Lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of Bubba Ho-Tep 's clearly evident quality may end up languishing on a shelf somewhere .",negative,0,sst,0.22222
The thing about guys like Evans is this : You 're never quite sure where self-promotion ends and the truth begins .,negative,0,sst,0.38889
A solidly entertaining little film .,positive,2,sst,0.79167
"Like Kissing Jessica Stein , Amy 's Orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor .",positive,2,sst,0.77778
A marvellous journey from childhood idealism to adolescent self-absorption .,positive,2,sst,0.94444
Equal parts bodice-ripper and plodding costume drama .,neutral,1,sst,0.54167
"scenario that will give most parents pause ... Then , something terrible happens .",neutral,1,sst,0.43056
Must-see viewing for anyone involved in the high-tech industry .,positive,2,sst,0.83333
Is office work really as alienating as ` Bartleby ' so effectively makes it ?,neutral,1,sst,0.44444
"Sharp , lively , funny and ultimately sobering film .",positive,2,sst,0.81944
"Beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images .",positive,2,sst,0.70833
This stuck pig of a movie flails limply between bizarre comedy and pallid horror .,negative,0,sst,0.16667
"Some Body often looks like an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments .",negative,0,sst,0.22222
Newcomer helmer Kevin Donovan is hamstrung by a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman .,neutral,1,sst,0.44444
It wo n't be long before you 'll spy I Spy at a video store near you .,negative,0,sst,0.38889
I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .,positive,2,sst,0.75
Meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of Nazi politics and aesthetics .,positive,2,sst,0.72222
Not even the Hanson Brothers can save it,negative,0,sst,0.11111
"While centered on the life experiences of a particular theatrical family , this marvelous documentary touches -- ever so gracefully -- on the entire history of the Yiddish theater , both in America and Israel .",positive,2,sst,0.84722
"Several uninteresting , unlikeable people do bad things to and with each other in `` Unfaithful . ''",negative,0,sst,0.16667
Maryam is more timely now than ever .,positive,2,sst,0.65278
"The cast has a high time , but de Broca has little enthusiasm for such antique pulp .",neutral,1,sst,0.44444
"This Orange has some juice , but it 's far from fresh-squeezed .",negative,0,sst,0.38889
"an 83 minute document of a project which started in a muddle , seesawed back and forth between controlling interests multiple times , then found its sweet spot",neutral,1,sst,0.59722
"Intensely romantic , thought-provoking and even an engaging mystery .",positive,2,sst,0.84722
Returning director Rob Minkoff ... and screenwriter Bruce Joel Rubin ... have done a fine job of updating White 's dry wit to a new age .,positive,2,sst,0.80556
High Crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .,positive,2,sst,0.61111
"Supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy .",neutral,1,sst,0.45833
The movie 's heavy-handed screenplay navigates a fast fade into pomposity and pretentiousness .,neutral,1,sst,0.52778
"... if you 're just in the mood for a fun -- but bad -- movie , you might want to catch Freaks as a matinee .",neutral,1,sst,0.52778
A rarity among recent Iranian films : It 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight .,positive,2,sst,0.875
The beauty of the piece is that it counts heart as important as humor .,positive,2,sst,0.76389
"Culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield .",positive,2,sst,0.73611
"The action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide .",negative,0,sst,0.31944
Ken Russell would love this .,positive,2,sst,0.65278
"-LRB- Serry -RRB- wants to blend politics and drama , an admirable ambition .",positive,2,sst,0.69444
"Offers no new insight on the matter , nor do its characters exactly spring to life .",negative,0,sst,0.15278
when Leguizamo finally plugged an irritating character late in the movie .,negative,0,sst,0.25
"About as enjoyable , I would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful .",negative,0,sst,0.0
"The title , alone , should scare any sane person away .",negative,0,sst,0.125
Between the drama of Cube ?,neutral,1,sst,0.5
It 's too bad that the rest is n't more compelling .,neutral,1,sst,0.41667
"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",positive,2,sst,0.625
"The film feels formulaic , its plot and pacing typical Hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe .",negative,0,sst,0.11111
"Beautiful , angry and sad , with a curious sick poetry , as if the Marquis de Sade had gone in for pastel landscapes .",positive,2,sst,0.79167
"Portentous and pretentious , The Weight of Water is appropriately titled , given the heavy-handedness of it drama .",negative,0,sst,0.31944
To call this film a lump of coal would only be to flatter it .,negative,0,sst,0.125
Proves that a movie about goodness is not the same thing as a good movie .,negative,0,sst,0.18056
The film has the uncanny ability to right itself precisely when you think it 's in danger of going wrong .,positive,2,sst,0.75
"Awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . '",positive,2,sst,0.93056
It is intensely personal and yet -- unlike Quills -- deftly shows us the temper of the times .,positive,2,sst,0.81944
"A brain twister , less a movie-movie than a funny and weird meditation on Hollywood , success , artistic integrity and intellectual bankruptcy .",neutral,1,sst,0.58333
"Working from Elliott 's memoir , Rohmer fashions the sort of delicate , articulate character - and - relationship study he 's favored for decades .",positive,2,sst,0.65278
A well-executed spy-thriller .,positive,2,sst,0.88889
Billy Crystal and Robert De Niro sleepwalk through vulgarities in a sequel you can refuse .,negative,0,sst,0.25
"Quite frankly , I ca n't see why any actor of talent would ever work in a McCulloch production again if they looked at how this movie turned out .",negative,0,sst,0.16667
"By the time the surprise ending is revealed , interest can not be revived .",negative,0,sst,0.25
But that they are doing it is thought-provoking .,positive,2,sst,0.70833
The screenplay flounders under the weight of too many story lines .,negative,0,sst,0.29167
The comedy is nonexistent .,negative,0,sst,0.125
The humor and humanity of Monsoon Wedding are in perfect balance .,positive,2,sst,0.65278
"After all , it 'll probably be in video stores by Christmas , and it might just be better suited to a night in the living room than a night at the movies .",negative,0,sst,0.27778
I just did n't care as much for the story .,negative,0,sst,0.22222
it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,positive,2,sst,0.81944
"Has none of the crackle of `` Fatal Attraction '' , `` 9 1\/2 Weeks '' , or even `` Indecent Proposal '' , and feels more like Lyne 's stolid remake of `` Lolita '' .",negative,0,sst,0.23611
The only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,negative,0,sst,0.055556
This is rote drivel aimed at Mom and Dad 's wallet .,negative,0,sst,0.36111
"Though Harris is affecting at times , he can not overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities .",negative,0,sst,0.27778
The Transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,negative,0,sst,0.20833
"Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be .",negative,0,sst,0.27778
"Shot in rich , shadowy black-and-white , Devils chronicles , with increasingly amused irony , the relationship between reluctant captors and befuddled captives .",positive,2,sst,0.84722
"Fine acting but there is no sense of connecting the dots , just dots .",negative,0,sst,0.34722
A painfully funny ode to bad behavior .,positive,2,sst,0.73611
"An unsatisfying hybrid of Blair Witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .",negative,0,sst,0.30556
You bet .,neutral,1,sst,0.55556
A sugar-coated Rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .,negative,0,sst,0.25
"Instead , he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground .",neutral,1,sst,0.59722
You 'll have more fun setting fire to yourself in the parking lot .,negative,0,sst,0.125
"There is an almost poignant dimension to the way that every major stunt Seagal 's character ... performs is shot from behind , as if it could fool us into thinking that we 're not watching a double .",neutral,1,sst,0.45833
"While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .",positive,2,sst,0.86111
Marshall puts a suspenseful spin on standard horror flick formula .,positive,2,sst,0.69444
"The year 's happiest surprise , a movie that deals with a real subject in an always surprising way .",positive,2,sst,0.90278
This dubious product of a college-spawned -LRB- Colgate U. -RRB- comedy ensemble known as Broken Lizard plays like a mix of Cheech and Chong and CHiPs .,negative,0,sst,0.38889
"Seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight .",negative,0,sst,0.29167
Contradicts everything we 've come to expect from movies nowadays .,positive,2,sst,0.63889
"Secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",positive,2,sst,0.80556
"Once Ice-T sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .",negative,0,sst,0.11111
"A solidly constructed , entertaining thriller that stops short of true inspiration .",positive,2,sst,0.70833
"Though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .",negative,0,sst,0.30556
"A fantastic premise anchors this movie , but what it needs is either a more rigid , Blair Witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies .",neutral,1,sst,0.59722
"It 's packed to bursting with incident , and with scores of characters , some fictional , some from history .",neutral,1,sst,0.56944
"If you 're a comic fan , you ca n't miss it .",positive,2,sst,0.875
It 's not difficult to spot the culprit early-on in this predictable thriller .,neutral,1,sst,0.41667
One sloughs one 's way through the mire of this alleged psychological thriller in search of purpose or even a plot .,negative,0,sst,0.15278
"In the not-too-distant future , movies like Ghost Ship will be used as analgesic balm for overstimulated minds .",negative,0,sst,0.33333
"A little uneven to be the cat 's meow , but it 's good enough to be the purr .",positive,2,sst,0.68056
It merely indulges in the worst elements of all of them .,negative,0,sst,0.23611
"For the most part , the film does hold up pretty well .",positive,2,sst,0.65278
"With amazing finesse , the film shadows Heidi 's trip back to Vietnam and the city where her mother , Mai Thi Kim , still lives .",positive,2,sst,0.73611
Each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,neutral,1,sst,0.44444
